t,x,v
1.404740715105150457e+02,-1.203358712046394459e+02,1.038884960554310455e-01
1.409228704610278555e+02,-1.202361700618390614e+02,3.478527151648765359e-01
1.413716694115406938e+02,-1.200193543309134299e+02,6.195221552464899029e-01
1.418204683620535320e+02,-1.196835145171418304e+02,8.675997204575377486e-01
1.422692673125663418e+02,-1.192543352728691701e+02,1.024596499545571415e+00
1.427180662630791801e+02,-1.187845242545911617e+02,1.045490874930686598e+00
1.431668652135919899e+02,-1.183346926291279999e+02,9.422891964590750513e-01
1.436156641641048282e+02,-1.179493950036909240e+02,7.674399126082193101e-01
1.440644631146176664e+02,-1.176494758691240747e+02,5.671143387671696567e-01
1.445132620651304762e+02,-1.174418168812490109e+02,3.560361816141003888e-01
1.449620610156433145e+02,-1.173334926127996596e+02,1.203886857985024261e-01
1.454108599661561243e+02,-1.173419489639843505e+02,-1.701690393030540205e-01
1.458596589166689625e+02,-1.174995863056126382e+02,-5.494402918637999456e-01
1.463084578671818008e+02,-1.178508643184237599e+02,-1.031678790962099690e+00
1.467572568176946106e+02,-1.184332469591290362e+02,-1.560125916402629098e+00
1.472060557682074489e+02,-1.192314263143271234e+02,-1.954653995212777273e+00
1.476548547187202871e+02,-1.201379210638798583e+02,-2.026730462084263884e+00
1.481036536692330969e+02,-1.210114650862638115e+02,-1.844749693919050859e+00
1.485524526197459352e+02,-1.217961546253036005e+02,-1.675107687284467461e+00
1.490012515702587734e+02,-1.225474025682371888e+02,-1.717279071950929437e+00
1.494500505207715833e+02,-1.233795105932651097e+02,-2.034500067124933143e+00
1.498988494712844215e+02,-1.243988430050228260e+02,-2.509093153878652949e+00
1.503476484217972313e+02,-1.255949909899591006e+02,-2.738717997007200644e+00
1.507964473723100696e+02,-1.267690177874914070e+02,-2.407088671688195181e+00
1.512452463228229078e+02,-1.277130094544310168e+02,-1.791295350762607930e+00
1.516940452733357176e+02,-1.283914341156922205e+02,-1.261611712814153741e+00
1.521428442238485559e+02,-1.288741811066530829e+02,-9.206707605611723633e-01
1.525916431743613657e+02,-1.292432531546955374e+02,-7.498768860007333226e-01
1.530404421248742040e+02,-1.295689832444867307e+02,-7.248210745110090780e-01
1.534892410753870422e+02,-1.299141322303606785e+02,-8.352920648513052493e-01
1.539380400258998520e+02,-1.303371357494768858e+02,-1.067385230159086262e+00
1.543868389764126903e+02,-1.308825732574510425e+02,-1.365939424823787052e+00
1.548356379269255285e+02,-1.315542103710727133e+02,-1.603262079792085348e+00
1.552844368774383383e+02,-1.322903307341069876e+02,-1.636305850175567622e+00
1.557332358279511766e+02,-1.329899478414081955e+02,-1.454529061053555949e+00
1.561820347784640148e+02,-1.335842797744889481e+02,-1.194480555151839596e+00
1.566308337289768247e+02,-1.340714610367791408e+02,-9.940976113993936769e-01
1.570796326794896629e+02,-1.344956378073104304e+02,-9.196585635552384508e-01
1.575284316300024727e+02,-1.349191239349335376e+02,-9.933694586791086412e-01
1.579772305805153110e+02,-1.354116258997367765e+02,-1.229771694661731640e+00
1.584260295310281492e+02,-1.360484270086433014e+02,-1.633926663998842788e+00
1.588748284815409590e+02,-1.368923541933922934e+02,-2.124458012075468361e+00
1.593236274320537973e+02,-1.379259050154792590e+02,-2.415211711469877898e+00
1.597724263825666071e+02,-1.389825170834619428e+02,-2.205365037486146207e+00
1.602212253330794454e+02,-1.398481351193586306e+02,-1.619083575784651785e+00
1.606700242835922836e+02,-1.404284708275196181e+02,-9.750312421187626866e-01
1.611188232341050934e+02,-1.407347890014899292e+02,-4.028427744224827856e-01
1.615676221846179317e+02,-1.407982764319549460e+02,1.153869422144251644e-01
1.620164211351307699e+02,-1.406308734547066877e+02,6.355891076014962282e-01
1.624652200856435798e+02,-1.402205774204503825e+02,1.201724224674598718e+00
1.629140190361564180e+02,-1.395489386189345566e+02,1.783401324579147795e+00
1.633628179866692562e+02,-1.386468361700137848e+02,2.179858427192939985e+00
1.638116169371820661e+02,-1.376621772563813693e+02,2.122389825840003574e+00
